index	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
PSMD11	-0.8139424258300176	5.354260469247086e-07	0.09767961371574077	0.5114415401585958	-479.6131070809747			0.16236106536310338	2.2408094896536483e-06
PSMD12	-0.46336463861472144	0.022367450791495897	0.1100544246501049	0.6436690223931574	-408.8320100929309			0.20286801807756413	0.04410266713387685
PSMD9	-0.19967129910012432	0.2527885465374182	0.05479943963139649	0.5528506094306677	-466.66790026122703			0.17459852388225391	0.34545122411432116
PGRMC1	-1.1802398853148328	7.305556789803659e-20	0.30188772264595043	0.32061621559093884	-393.7693781513369			0.12936934635849573	1.0175179496838536e-18
CLIC1	-0.22083794129124584	0.24392500748295143	0.09691118563023494	0.5616877624783475	-404.8511249609454			0.18952268724904234	0.3354450537344537
EIF3F	0.11852876743826062	0.45044500975092205	0.08792757104845135	0.4755074866322251	-459.6372796527369			0.15705969982778917	0.5464980919695855
IPO5	-0.3821025490818999	0.023724010915890832	0.14769018074582144	0.5303609798522025	-474.95002844193414			0.16895458667965937	0.04656539233885675
DNM1L	-0.14469645975424947	0.4295357684558815	0.13090045868938824	0.5793398132267601	-467.6381747402695			0.18316325168882497	0.5273778370110647
BTN3A1	-0.030799655477065466	0.850120442198683	0.2275259489072095	0.5072082866966929	-481.7205875647139			0.16299153684163023	0.8880250253594482
NDUFA4	1.0985497588901363	1.4309165869151964e-44	0.29285080219294224	0.11752180355814627	-181.33676712678744			0.07843378787301428	6.387758404665018e-43
PSMD14	-0.5088167288518703	0.0007476077604838332	0.11297887428733416	0.4377572610196679	-442.9812953213709			0.15091714039525994	0.0020369094068894422
NOP56	-0.26452396640138176	0.13797402344176593	0.05933820109981922	0.5270948851704826	-394.1222371819797			0.1783254005241872	0.20979281642979433
DDX3X	0.2088668094052284	0.1588950497536682	0.1614682333340884	0.3987480609289844	-419.1063872670911			0.1482589278951957	0.23483555315885937
CES2	-0.9786266167594496	4.7431264200582346e-15	0.4424105464780523	0.3048986826702074	-387.32758953063785			0.12492772258091481	4.4159267900114366e-14
FBP2	1.227730276742108	2.2323344220245147e-28	0.28461923351825363	0.238092299231667	-328.8600122007517			0.111123213545261	5.397908651034278e-27
ACACB	0.8926932917127096	2.771875637096292e-14	0.2454348096151356	0.2590792408093949	-345.5014333129784			0.11732764674152552	2.4496626823272306e-13
PDXK	-1.44103673306675	1.6267523805750908e-24	0.1305442570511892	0.38047780096402467	-417.918661457996			0.14101265390699402	3.182220106271049e-23
COPE	0.23743469102497558	0.11361878412626343	0.1382255123344871	0.4181175540770463	-419.7590217310658			0.15007234535615088	0.17788696327682071
EIF1AY	-0.26569190299122103	0.12889730668666033	0.020328737624830617	0.5290489823837065	-408.30455907814394			0.17497404665068042	0.1977182475255292
CCS	-0.7577441897773447	3.443770642852787e-07	0.1084709540895294	0.4255416020228032	-442.9962178009573			0.1486535066386092	1.4803962195572105e-06
EI24	-0.7032426256898083	4.588511725435813e-07	0.12188477699738227	0.3617213169179219	-396.85355939415103			0.1394557430842167	1.948438759508232e-06
ACOT8	-0.2835087757530357	0.10101074732362371	0.04272285931318614	0.5438571835787627	-463.41820699146115			0.17287403376646177	0.16176816567031285
PDCD5	-0.456990004114136	0.011258620556221333	0.2339076092393721	0.5583537206443298	-453.6781821190009			0.1803029464146829	0.024319179141912336
NHERF1	-0.41930278936748455	0.0004932472555152116	0.5303906192730676	0.28088900584915427	-367.1946873748461			0.12033726023212381	0.0013806165142314845
HSD17B6	0.027099688944248364	0.7916520760809402	0.4319583655945603	0.20217353217110268	-298.0812461687185			0.10258586609189352	0.8476422290632946
PSMA7	-1.2028525233896183	1.6068011511526205e-18	0.15883478343183682	0.3483255646803415	-392.67742907099273			0.13696889857577313	2.0125473411199367e-17
PHYH	-1.3360214799180161	6.9879704319087e-20	1.1820472760658964	0.4136403298333882	-453.864649226123			0.14636776204070198	9.811335904800843e-19
OPLAH	-0.46265976395797664	0.00014916862421671882	0.25349630369792314	0.28630512097403343	-364.07494063600825			0.12199497199979621	0.0004469923834101677
BCKDK	0.16181407805417178	0.3466611467750286	0.08529230434711067	0.46820944341043036	-392.88301397027976			0.17194411348429495	0.44673357256500723
MGST3	0.37976723101672977	0.008244431006159122	0.32965143210131215	0.3905802510291186	-421.22093955345395			0.14374819751185927	0.018331487077551764
UQCRQ	0.6466945304636355	7.434934743979262e-06	0.2614012900352521	0.37227957498761427	-393.9681652478023			0.14432435180562195	2.6911063179351135e-05
MYL12B	0.3097708898632607	0.032863953469638475	0.15196124269873248	0.39937387912974537	-431.7457510948525			0.14517733353654408	0.061922232673853446
SLC27A2	-1.48200518076656	3.928673661950235e-34	0.7586622898374503	0.2835200511665129	-371.41316868982267			0.12166619916015074	1.15569154063477e-32
HNRNPDL	-0.6069494565913031	0.00027860660671223463	0.08169654285625284	0.5146729767374388	-446.83342668359273			0.16700035880213762	0.0008070783731880208
XPO1	-0.07602272264546849	0.6953070557336385	0.11741315939405304	0.6448984702707581	-464.3145132666475			0.19410226743533632	0.773007397210897
SPTBN2	0.3933699668485437	0.01826114443571115	0.10840210498984766	0.4951365035430207	-440.905096566873			0.1666624134386492	0.03701123685980572
SEC16A	0.37917094529738604	0.05552818098842323	0.13245659000563934	0.6222288069966678	-442.855031104559			0.1980294154254532	0.09765107383923723
SYNM	-0.0864688197905427	0.6519696243512006	0.3426899598272386	0.6572214925516289	-518.1644637704715			0.19171512144797612	0.7380228322467103
ARPC2	-0.013723195145656245	0.9360393801604218	0.029311681522778573	0.5329562447890194	-456.70528272659			0.17100810858434434	0.9491232154101888
ARPC3	0.050884331678518246	0.751864558678513	0.08716243990546159	0.48182849735944616	-455.85798310577843			0.1609338033639731	0.8150661249435187
PGRMC2	-1.1371798876914083	7.892342746630344e-17	0.3638160693684918	0.36244962269329833	-421.5544328448816			0.13646960741604575	8.641867120681402e-16
KMO	1.1274004620890208	3.821249175219135e-22	0.33541343128134316	0.25041599914706997	-332.9155358659209			0.11651765283296041	6.159995198200476e-21
SLC22A1	-0.11650331020793114	0.3854126072123243	0.22640004000561897	0.3278362464905878	-378.1348068260095			0.13422556549200368	0.4848290095062548
ACOX3	-0.2547611895924727	0.15804148573200716	0.23985264207059864	0.44669681199757894	-330.2021681029412			0.18046549061389047	0.23377249503774383
PMM2	-0.2518027079762125	0.19116245134695842	0.08614969525504525	0.6149982051785837	-445.75556700096854			0.1926351932741525	0.2734706884100695
GPR37	-0.24818194299216495	0.09562772549259606	0.17921069702670647	0.3705887573226311	-364.57023465353836			0.14893028058848115	0.15472850379424696
EIF3D	0.15235166380039186	0.3837289216939851	0.07115483574799664	0.5286487637085486	-446.8144993652161			0.1749065225821345	0.4834095894856932
EIF3H	0.05998129569994317	0.7238766447871996	0.038702436806961615	0.51188465970847	-442.16073813981006			0.16978279820020778	0.7956245193020925
ARPC5	-0.1667489372303471	0.3062662659148919	0.047924211313438034	0.49839954077281173	-458.60464374821413			0.1629859270239391	0.40455961225935266
DHX15	-0.3840862048910554	0.04011116570247596	0.054314220269959176	0.5492634406298021	-393.7902851111942			0.18712159076024978	0.07335455828572546
CYB5B	-0.6771556307571238	8.864842216492487e-07	0.23773226858736637	0.36124274705202336	-408.99019801716827			0.13776497533119672	3.606002406288182e-06
PHGDH	-1.472241982700237	6.532564061615038e-37	0.38736913908922144	0.2575662408954936	-348.66517419652564			0.1159958175443389	2.1458856662776945e-35
PSMD3	-0.6568880439166791	6.18570804414457e-06	0.12881322677250298	0.40247687498795015	-427.4927565933324			0.14533113368654035	2.2864793428568357e-05
HNRNPR	-0.2183047218857443	0.17495599044300392	0.06541290012713442	0.4892129121460029	-466.0532018471447			0.1609382579151626	0.2540845585321425
TXNL1	0.05891105568007167	0.7557017310418137	0.19745747150906456	0.5624751069270146	-410.31534727630515			0.18934541713420408	0.8182069115322125
TPD52L2	-0.2415366836619124	0.17689044109141128	0.05583706240966055	0.4703630334451334	-360.7316872586181			0.17886419349574453	0.25621152906834194
HTRA2	-0.45204976034394334	0.0041349330976390925	0.13974892186481433	0.44747154942429884	-429.00973752695404			0.15763604555587685	0.009848041755115814
AKR7A2	-0.6012047262733533	7.174881481452971e-06	0.20309231097559236	0.34366781730287993	-403.16749370158414			0.1339453345489929	2.6023893040020048e-05
TIMM44	0.08157465902084955	0.6605497115823231	0.10028306560982413	0.6031662061054938	-477.3660226292866			0.1857539655626806	0.7457957508851002
CHMP2A	0.1305484958437235	0.4404420206625391	0.09336501509827669	0.44768998296520846	-366.75221487396664			0.169225487151034	0.5371455304506854
NDUFB3	0.9905393460750254	4.140251361922197e-12	0.2382261318849132	0.379411311705725	-404.6511452745199			0.14288735349231294	3.106973112545925e-11
NDUFA2	0.41729840172387883	0.005993755483824172	0.16946130939518583	0.3626098308186215	-351.8118210228756			0.15184852758239487	0.01374852213087995
GET3	-0.7161560241892801	8.21205793025596e-06	0.05206674684526119	0.48788429230016667	-453.6120676555581			0.160588237467233	2.9539654662346336e-05
SULT1B1	-0.5617894065973893	0.0003783734565247831	0.11181189671391295	0.43534865880353213	-413.13673557623247			0.15804015206206856	0.0010799150619830284
ACTN4	-0.7638050756290715	2.2364733816086474e-07	0.1725733048378664	0.40862480286489233	-433.3241896316706			0.14749472176192255	9.932908564746569e-07
GSTZ1	-0.8586447297546788	6.503740037957556e-15	0.459472810927918	0.2152273996193768	-290.75869054692635			0.11017061210249011	6.022878407491545e-14
AP1G1	0.1064929501360611	0.5588192565089133	0.12385657063057491	0.5043717240469111	-387.1050053598982			0.18216496834290535	0.6520806471729343
SYNGR2	-0.19175342110334231	0.3229010050353023	0.09891076160091217	0.5786289621784537	-397.0854957075568			0.19398150199996284	0.42364027864842596
SLC25A20	0.45066353418882343	0.0017421579003626124	0.19612822131232924	0.398315210465877	-426.8951517973146			0.14393625513837371	0.004481270859936677
NARS1	0.05609435016790132	0.7611504537340321	0.0750146121420602	0.6189416336642726	-494.0408783670355			0.18453886619097495	0.8230825713981055
MYO1B	-1.2688141613206414	2.2941915211554027e-23	0.24263713608487797	0.30934311508072304	-379.7951696922985			0.12739852128720366	4.249135572693145e-22
NUDT21	-0.4228620333301846	0.020113046750683154	0.06683238482562902	0.533648793754057	-402.41230737864385			0.181936217122136	0.040341952065598354
LANCL1	0.09121479779199929	0.6403725942175718	0.025524435520367622	0.727455066132025	-523.0280580870117			0.19524638295288002	0.7282094621376828
SLC37A4	1.0884817524516022	9.757287849467406e-20	0.24824619628231104	0.2717041519452599	-353.10428694160055			0.11972361109217178	1.3168556702265701e-18
CALU	-0.3861727733876956	0.00512193569876025	0.22956986043152955	0.34037836913731745	-376.73773449128817			0.13795514578965093	0.011905594194314547
TIMM8A	-0.017487833370755188	0.9183198404340438	0.08514467794470491	0.5715906892643706	-508.94513611007824			0.17052922127006048	0.9399146632543622
PRPSAP2	-0.38118566576985274	0.022367981090874935	0.1344936173406128	0.4852373466749298	-420.983223317648			0.16688948536768372	0.04410266713387685
SPAG9	-0.628808153137137	0.00445937733885265	0.21050979098891218	0.8017094615296609	-497.71121554466663			0.22112366101488562	0.01050578612576788
URB1	0.02606113105824264	0.8719449882132781	0.3160793388028631	0.5013218436141809	-476.9579501938565			0.16168114532962477	0.9036048955234032
OPA1	-0.2997174891081899	0.0829466784355886	0.048309407167649095	0.49364748935935776	-391.79151983925567			0.1728635203351517	0.137402632879505
PPL	-0.5624085519783373	0.0004784611140271408	0.1474922272480338	0.45440448041062165	-417.79037557159904			0.16103167240261765	0.001345720193087645
PLXNC1	0.5094171820484306	0.003409565178398456	0.1309619071627832	0.4883251073751069	-409.06717192961446			0.17397079556734538	0.008279013912959153
SORBS3	-0.46764102427438003	0.011570052826920817	0.0567369407393432	0.5325762227696959	-410.12667516793294			0.1852048648710278	0.024868471569961907
SYNCRIP	-0.09308446245970449	0.51749121757521	0.10598627672132005	0.3934301191990205	-423.61294658215866			0.14382254697612876	0.6128926597268304
GMDS	-0.02601361527922958	0.8844268857215687	0.3524357810491576	0.5688566758361663	-474.6230502650976			0.17896030508257607	0.9143629501432607
DIAPH1	0.16335553431932406	0.24431379963938304	0.12834995884137312	0.36415287130710544	-394.79702751901027			0.14030701951141764	0.33571454236161474
UGT1A9	-1.1605652517939247	2.0679967917822866e-20	0.17520595152173205	0.2914414021458019	-364.61335048475235			0.1253476636299322	2.975522656605753e-19
UGDH	-0.6679555714308129	2.083313931403995e-12	1.5022379459020527	0.17427466606121497	-276.2754047315764			0.09503136626050024	1.597819187037161e-11
CTNND1	-0.012523482449096473	0.9425830118667988	0.12581775343922869	0.562888051010281	-489.44845375655564			0.1738799142846187	0.952983172857199
SNX2	-0.3344895935322857	0.08284996000455457	0.055761028348034515	0.5818628437923846	-404.62518887296267			0.19285785640099534	0.13737312415993286
DPM1	-0.47536560408971695	0.014539185872382163	0.13229881010757163	0.6182153511912067	-435.6552899132971			0.19453030151107742	0.030423945437280463
USO1	0.08933320861309635	0.5886352772470933	0.09904177695501572	0.5347055149603761	-492.3144005268398			0.1651826417762551	0.6808498717701592
H2BC12	-0.2682191382589257	0.09811675702081964	0.12460088251775135	0.4880602124546459	-456.173892231707			0.16215873872224978	0.15802153004000646
EIF5B	0.09427447885588063	0.6632452048662507	0.18875310166547118	0.7187843370727587	-431.8426959573999			0.21650540222184933	0.7478691073006104
DIAPH2	-0.44783170261418226	0.04234842655055197	0.11890137494461606	0.7498844750173143	-425.87447586937583			0.22059807624133992	0.07704139041223716
CUTA	-0.8859309631884469	1.3865695732164178e-11	0.33413702383170757	0.3189495308435894	-375.12922498398393			0.1310683863276918	1.0142931205755392e-10
ABCB7	0.33288504847715544	0.051891170890703865	0.07960055450788744	0.5015326349846178	-432.9816886937401			0.171234038323977	0.09190491202514285
WDR1	-0.07510933084487095	0.6207515457241941	0.14753778460550643	0.44194892828654414	-453.67612688802046			0.1518018048554952	0.7096050171410518
CPNE3	-0.2546584595995057	0.13840274085145896	0.10771120955815691	0.5509396968590543	-477.449849588269			0.17186152921405673	0.21003942747904175
CLUH	-0.050003381369903135	0.7536424345116102	0.05657150658616538	0.49298220333817583	-468.0089477605093			0.15932753798870092	0.8164850519506617
CNOT3	-1.1334481697538115	4.6004549924823505e-22	2.2500071672797954	0.20733036380293088	-251.79828796024708			0.1173731601250077	7.348066185240158e-21
XYLB	-0.22828077033816285	0.030668216055814792	0.2241432013715183	0.20576164816651435	-284.03577835182614			0.10561946804403333	0.05828969885717636
COQ9	0.40143980770622256	0.0037261451265843265	0.15971200948932943	0.36242330935371425	-405.35985167925173			0.13840553061015798	0.00894788781432181
GGCT	-0.28573166177983134	0.22675393831482482	0.44749107035242636	0.8554389362360412	-459.3475656193418			0.23638354174931628	0.316836762926252
NDUFS2	0.8327451042892905	1.2775051016183353e-06	0.15601570137395807	0.5342214432436355	-469.9622217635997			0.17194031768181464	5.101230233755784e-06
TBCA	-0.8135248529795717	2.1485130479987643e-08	0.2628576408838941	0.40326243037493203	-439.06031101017993			0.1452827632760324	1.0810870568109389e-07
ATP6V1G1	-0.32706768813723947	0.06140401328684875	0.03168026346264134	0.4648553131616937	-361.6557387999442			0.17484874392591765	0.10616125832413473
VPS4B	0.045664369692524805	0.8030394596925216	0.06441204980985649	0.5755246142780509	-454.5170755441618			0.183085592564323	0.8556952948816882
MPDU1	-0.7558123658228408	1.3590554725302587e-08	0.21971852477492665	0.3105604551094243	-354.30163771898333			0.1331014305864266	7.000341945784557e-08
ENTPD5	-0.47469475577468134	1.905463165299452e-05	0.48261118418824356	0.23394769526760936	-329.23767833822717			0.11102179277513519	6.479319083567082e-05
MACROH2A1	-0.06807537020491276	0.7116531885764228	0.17187289788447802	0.5788840209496633	-452.6873010642955			0.1841683113147293	0.7866591754359061
FLNB	-0.4638388103860094	3.8749540874312255e-06	0.3019386942066435	0.1869578227420134	-273.45848315838657			0.10044194827250529	1.4615716082048006e-05
CS	-2.0448679146748447	4.918662165887399e-63	0.08020944317384973	0.2888655342199192	-362.1978634763029			0.12202063936786833	5.3521192692562254e-61
SEC22B	-0.6289113978799264	2.1877510573749818e-05	0.1185461390958095	0.426212687467469	-444.83297358018945			0.14815995279036903	7.353039750752594e-05
VPS26A	-0.31704820036873915	0.0880030319315513	0.018202775236625467	0.5668607867172334	-411.12564755526637			0.18584007149406018	0.14499517901847214
PMPCB	-0.41071473502136474	0.015456424200164428	0.09301948672824746	0.5313521679747994	-467.13585639708504			0.16961141016670458	0.03215010099460725
RDH16	-0.2839113225942459	0.03585658681165521	0.26354896605893136	0.34939630058072724	-410.9480366446005			0.1352892811311751	0.06676611512202324
ERLIN1	0.26037069156564013	0.09225705552352807	0.10155739420001644	0.4422412452742651	-427.95375598210353			0.15465023616200868	0.15095820833314133
NDUFS3	1.24480927195598	8.171742923859832e-20	0.18986622573581077	0.36780895009249365	-420.65118740955313			0.1366288935753335	1.1114847211281224e-18
ECI2	-0.7566925960313056	3.235129159153208e-07	0.1681993196840563	0.4298389389759017	-451.6979661554319			0.14810371216191454	1.39414848170439e-06
BANF1	0.11017803654511818	0.46372862152562544	0.20993833564400732	0.4170752251845025	-428.73732116474366			0.15036833751805875	0.5602717072006341
SF3B1	-0.14667941772838963	0.4255523609230062	0.10553971457333454	0.5645500072785127	-425.8313840964154			0.1840797146532476	0.5237140656715279
CSDE1	0.00020107055773563328	0.9991661678684813	0.11125294028275211	0.6099007281657951	-444.3902426376285			0.19240211354648606	0.9991661678684813
GCAT	-0.18866223605570243	0.227679140762177	0.5771613396053564	0.3513029967465026	-305.19417311475866			0.15638980899305782	0.3176196987715947
LYPLA1	0.44100148781432713	0.00508086554975663	0.20003255623075855	0.47482959056709245	-468.3302322932684			0.15739588203983995	0.011841749561079376
SNRNP200	-0.31082860135104917	0.07153303066943298	0.08654078768083816	0.5099916646963729	-428.8942749095272			0.17248337060003655	0.12079438059697656
SLC25A12	-0.7655221178621755	4.883233462211609e-07	0.32151198081800975	0.38402559341835296	-374.4253956916091			0.15216571953986538	2.0635217130365077e-06
EIF3G	0.4461604970829274	0.032562704428334685	0.03199893630525847	0.7351747471235446	-474.81946881270346			0.20873649743118547	0.061450574183159704
EIF3J	0.06535315876680672	0.6651963471781777	0.11042268406648825	0.4240987544287904	-415.2294638955118			0.15101824965840735	0.749583715493338
IDH1	-1.0180935098904196	1.8505237608293963e-25	0.31247937180483765	0.18280377616417312	-275.6165673342439			0.09763227873362154	3.7462347297720685e-24
ALDH1L1	-1.5605981357236185	3.8896476087728527e-53	0.5587038698596608	0.1971113621097756	-295.7025239643219			0.10170790070013208	2.708750594749415e-51
ARL6IP5	-1.0339997726000578	3.637415085433359e-16	0.28610878490747643	0.28970269216444505	-352.46856567881696			0.1268701921083341	3.681825385895045e-15
BBOX1	1.704378264874391	1.975900073107551e-78	0.174443894504003	0.12703446657168216	-179.8791222207508			0.09090544629822592	4.3000525341003077e-76
ATP5PD	0.8453020287608437	7.206409610970341e-11	0.25125871460337407	0.32132790020475055	-388.75728963826214			0.12972121968229153	4.927464360617334e-10
FLOT1	-0.22344797427933363	0.16833865206530896	0.17468457117397482	0.43203388743310067	-378.6125979213846			0.16220541983636558	0.24669831081288124
ATP5MG	0.7411661342422543	3.0559726799437573e-07	0.2246917594179624	0.4023608091266232	-431.74326052132824			0.1447600856778985	1.323494635766687e-06
MPDZ	0.15338517261516602	0.40567472320888853	0.013434559497172992	0.5594280901470743	-402.31065819291825			0.18446155257883315	0.504643460500596
GLRX3	-0.4389532949381865	0.0060234634177711915	0.14188336361710446	0.48168529697636325	-454.27592583334354			0.1598227109962763	0.013798486592552164
RSL1D1	-0.20562236526435435	0.28898721341378764	0.03538823557278561	0.5833718512171551	-399.7585983629908			0.1939200626907446	0.3846776229256062
CLPX	-0.18544512366665475	0.3343604473912961	0.0742498006245467	0.6771788783227786	-513.0970355243956			0.19209782640641196	0.43571971475168153
SEC14L2	-0.7980474218814597	2.2485546981820276e-15	0.3176015009890331	0.18589725541352864	-271.4688982279815			0.10067705653921269	2.150952598645555e-14
TM7SF2	0.1689349313056475	0.1501516965700942	0.4025758944119636	0.2610819170428871	-339.5222686726527			0.11739778851982341	0.22458256334066495
SRP72	0.13388749764384394	0.4643968653902524	0.12480443061497229	0.5395159773610798	-417.59193110849947			0.18299991383806097	0.5606899740946113
DDAH1	-0.2327409728631923	0.0481644699119312	0.28851484617537415	0.25620659510819843	-333.602486429937			0.11778899413483783	0.08618123547448327
TOMM70	-0.5267250323700395	0.0012003659320064613	0.16028523915746898	0.5083275252246808	-475.6854729891811			0.1626300314842745	0.0031808783677675025
SEC24D	0.4802627482819319	0.0049173007128797104	0.12887767974672734	0.513022487914973	-447.58350760918574			0.17076603934104304	0.01147589884869112
UFL1	-0.4678705785312326	0.0058727228063924185	0.06799842485466893	0.558417684544174	-490.27703214445273			0.16983803791557858	0.01350648666569247
SORBS2	-0.12116670444398238	0.5119488250858314	0.043878777677656744	0.6303540404475039	-495.1765805308071			0.18475992446340425	0.6075684420411945
PLPBP	0.2979201260349489	0.07258941491638149	0.14280753755633693	0.5013647417803049	-448.16835005199573			0.16593490257565027	0.12222260287177966
ERLIN2	0.415286065264491	0.005119366731102965	0.23380846728844382	0.4079622826791218	-432.8565861924044			0.1483469025099945	0.011905594194314547
AP2A2	-0.4416249457199917	0.007985441018747978	0.07024383410487255	0.5215415476145836	-470.82155143703017			0.1664822566188039	0.01782391386364132
SEC31A	-0.26895598859336617	0.09058918317393405	0.08866640455416032	0.4936130992540339	-474.95481755437663			0.1589294559391551	0.1486482261129304
AKR7A3	-0.8124204750957149	1.855070611081342e-18	1.1479811341777535	0.16297498565236415	-257.8526034717256			0.09268103379164529	2.3029452301486957e-17
NDUFB4	1.1431954239556164	1.1254090089740845e-16	0.12091539056665863	0.3706101136063604	-414.8474472411958			0.1378881345501233	1.209467336187581e-15
LETM1	-0.3062612460795163	0.02679584732654654	0.1867808836284617	0.35996282003319074	-402.1219349058804			0.13829945972241825	0.051605719242829126
ABCC6	0.08611355890337412	0.6281323839004109	0.10757867799755763	0.5345298061368209	-445.48799879684043			0.17778936272599624	0.7156927227556383
VAPB	-0.3428671038795844	0.013967577692133274	0.1228230837980545	0.37153970806591013	-410.77156594661096			0.13948482256156267	0.029369025074884095
NDUFA10	1.1204346907582658	1.8651078543995754e-18	0.16876938837507963	0.3140200293030712	-381.5154973282156			0.12782820040185042	2.3029452301486957e-17
PGLS	-0.07160469941029725	0.6165161571841238	0.18110891964958417	0.39696140761511367	-434.4574210235669			0.1429823625133461	0.7056900918195658
PAPSS2	-0.414683228569404	0.005762664488865788	0.21931178079120794	0.41211582969087157	-420.5811603972911			0.15019373567351085	0.013306099303866495
ABCB11	0.36088704943281863	0.045473772631648826	0.030246452665198785	0.4942750444571391	-369.4883752217934			0.18042138784766673	0.08195635419430704
IPO7	-0.43851108434030595	0.019398332872551587	0.06780567741896755	0.5635121407571742	-399.0713783659062			0.1875753445325331	0.03908853880915777
PGM3	0.27540966301036307	0.050017721298654796	0.1948816062683889	0.3540760915663656	-396.2681887039805			0.1405285847380999	0.0890397267698957
AHSA1	-0.021422881856076124	0.9059543749969939	0.013028246928492252	0.5367294905520708	-387.26476563965707			0.18133014148080534	0.9305407474157914
SGPL1	-1.194672303470616	2.6426184560240802e-11	0.015996570170040296	0.46930630083756475	-348.233404353743			0.17923963084330338	1.885573250794231e-10
H6PD	-0.6999933660728793	2.3146830719511598e-09	0.2932076470465901	0.25807864172736533	-343.4845723881822			0.11717279405770567	1.3343917974393936e-08
SEC24A	-0.009792377803591152	0.9564927423424501	0.2386306025008524	0.5694820331845157	-473.5600049176537			0.17949449138388818	0.962018408098328
SEC24B	-0.23022284692955042	0.25372681436910527	0.19950429382657123	0.5818190956321228	-401.90459393264075			0.201712064490388	0.3464614775032253
ETHE1	0.02752869346902059	0.8651475027519839	0.13951085517327586	0.4450902938433203	-411.5085277127482			0.16210004029909222	0.8997740754427742
ACSL3	-0.17510539820142773	0.27181995582746077	0.2512501122205005	0.39095477078876667	-349.70472642753964			0.15934882043007698	0.36600042002753996
ASMTL	0.03827393358167554	0.8015263125852272	0.23133036637529744	0.38004810360514224	-362.86626051977714			0.15225997323173063	0.8550596263547062
ESRRB	-0.366678064840662	0.07116003036057247	0.11942349776376461	0.6632308216192089	-442.28670795388234			0.20320711483863527	0.12028117753180259
SNAP29	-0.2637694230672059	0.15408606718660137	0.0888634350423567	0.569872146416327	-430.0085367815798			0.1850693843404436	0.22987475833065377
OXSR1	-0.47107334193362	0.02187591131976059	0.17477165538686695	0.6657364058937133	-429.13206439843907			0.20548316107995207	0.04329109120460866
